title,plot,rating,genre,popularity
Screwballs,"Welcome to T &amp; A High, where the entire student body including campus virgin Purity Busch, chronic masturbator Melvin Jerkovski, repressed Principal Stuckoff and blonde bombshell Bootsie Goodhead all must rise to the challenges of freshman breast exams, bikini cheerleader attacks, inappropriate uses of bowling ball holes and much more.",4.7,Comedy,unpopular
Loose Screws,"Brad, Steve, Hue, and Marvin are four get-nowhere boys who are forced into summer school, ending up at Cockswell Academy under the supervision of Principal Arsenault. The boys play a game where they earn points for every girl with which they score. On misadventures of their own, they decide to go for the ultimate 100-point score, Mona Lott, the new French teacher. But when they're unable to get a shot at her, they end up in the unforgiving clutches of the principal. After all is lost, they take one final chance during the school's anniversary celebration.",5.3,Comedy,unpopular
Kevin Hart: I'm a Grown Little Man,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",7.5,Comedy,popular
"Bo Burnham: Words, Words, Words","Bo Burnham is back with a new one-man show full of his patented songs and wordplay, as well as haikus, dramatic readings, blasphemy, and so much more in his first hour-long special, shot live in his home town of Boston.",6.8,Comedy,popular
The New Kids,"A brother and sister arrive in a small town to help their relatives run an amusement park, and they find the town is terrorized by a local street gang.",5.7,Horror,unpopular
Killing Kennedy,"Drama documentary based on Bill O'Reilly's and Martin Dugard's 2012 non-fiction book ""Killing Kennedy: The End of Camelot"". It follows the parallel lives of John F. Kennedy and Lee Harvey Oswald from the winter 1959-1960 to those fatal days in Dallas in November 1963, when they both died within two days after each other and were buried on the same day - John F. Kennedy in a state funeral in Washington D.C., broadcast live both to Europe and the Pacific, while Oswald was buried in Forth Worth at a small funeral where the attending reporters were asked to act as pallbearers.",5.5,Drama,unpopular
Beethoven's 3rd,"Everyone's favorite St. Bernard returns in this family film about man's best friend. Richard Newton, his wife Beth and kids Brennan and Sara shove off in their camper for a road trip. Along the way, they gain a new passenger: slobbery Beethoven. The Newtons plan to return Beethoven to his owner -- but not before he turns hero when a pair of thieves enter the picture.",4.4,Comedy,unpopular
Harry & Son,"Widower Harry Keach is a construction worker who was raised to appreciate the importance of working for a living. He takes a dim view of his sensitive son Howard's lackadaisical lifestyle and has a strained relationship with his daughter Nina as he does not approve of her husband. When Harry is fired from his job, his life changes drastically as he is made to focus on the relationships around him.",5.1,Drama,unpopular
Hercules,"Hercules is a 2005 RHI Entertainment television miniseries, chronicling the life of the legendary Greek hero, Heracles, called Hercules in this series. It is most often aired on television as a two-part miniseries: the first part documents his early life in Tiryns and his desire and marriage to the lady Megara; the second part follows the more widely-recognised part of his life, in seeking redemption for the madness-induced murder of his family.  The series incorporates Hercules's murder of his family—usually not included in modern interpretations of the character—and includes five of his twelve labors from Greek mythology. The series alters some of the elements of the myths including placing the giant Antaeus as his father while in Greek myths his father was the king of the gods, Zeus.",5,Action,unpopular
Pulse,"An intelligent pulse of electricity is moving from house to house. It terrorizes the occupants by taking control of the appliances, either killing them or causing them to wreck the house in an effort to destroy it. Then it travels along the power lines to the next house, and the terror restarts. Having thus wrecked one household in a quiet neighbourhood, the pulse finds itself in the home of a boy's divorced father whom he is visiting. It gradually takes control of everything, badly injures the stepmother, and traps father and son, who must fight their way out.",4.7,Science Fiction,unpopular
Shadow,"A Young soldier returning from Iraq goes on a high mountain adventure in a desolate place in Europe to forget his past, he will lear truth in a mysterious local legend discovering that reality can be sicker than nightmares.",5.5,Horror,unpopular
The Heavenly Kid,"When Bobby dies in a car accident he is not allowed to enter heaven but has to stay in one of the lower levels until he has worked enough as an guardian angel in order to deserve paradise. One of his jobs is Lenny, a gifted boy, who loves his schoolmate Sharon who is the most beautiful girl of the class. But she does not even notice him so that he is about to commit suicide. Bobby prevents this and dresses Lenny up making him a playboy and tough guy so that he gets what he wants although Bobby knows that this is not the best. Thinking that his job is done, Bobby realizes that Lenny's mother is his former girlfriend who has married another guy. Although not being allowed he makes himself visible to her...",6,Romance,unpopular
The Plague,"All the worldwide children of less than nine years fall in coma at the same time. Ten years later, Tom Russel is released from prison after killing a man in a fight, and returns to his home town, more specifically to his older brother home, who has a son in coma. Tom intends to rebuild his life, but his ex-wife Jean Raynor is hurt and does not want to see him.",5.6,Horror,unpopular
Little Accidents,"In a small American coal town living in the shadow of a recent mining accident, the disappearance of a teenage boy draws three people together—a surviving miner, the lonely wife of a mine executive, and a local boy—in a web of secrets.",5.2,Drama,unpopular
Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",5.4,Crime,unpopular
Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",6.1,Romance,popular
The Wedding Ringer,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake
 best man Jimmy.",6.5,Comedy,popular
Üvegtigris,"This film tells the story of a few uneventful days in the life of six pals. Lali, a great fan of America, owns a sandwich stand on the side of the road, called The Glass Tiger. Gaben pinches cars; Fox is a petty swindler; Sanyi a half-wit homeless; Coco can't shut up about getting some dough and going to America; Slimmy keeps playing the saxophone, despite the others' frayed nerves. Gaben talks Lali into buying an old Chevrolet Impala, the real American dream. After the long escapade of getting the car, Lali doesn't even get the chance to try the Chevvy out, because a truck completely demolishes it. Fox in the meantime is looking excitedly for the ""Wreck"", what he has been trying to sell for big money. But Lali has sold what he thought to be scrap, not good for anything. Fox is threatened by some tough guys to bring it back or pay up. He has to get money at all costs...",8.5,Comedy,popular
My Mistress,"It's a long hot summer for Charlie Boyd. He's sixteen, his hormones are raging and he's just found out his mother is having an affair with his father's best friend. One thing takes his mind off his problems, the mysterious woman down the street who has visitors day and night, and has just advertised for a gardener. But she is forgotten when a tragic family event tumbles Charlie into a world of pain, a pain so intense Charlie thinks no-one can help him. He's wrong. Someone can. Maggie, the beautiful French stranger. She's a professional, and she specialises in pain. Giving it, exploring it, sharing it, all for money. So Charlie falls in love, and despite herself so does she, drawn to this troubled boy who takes all the pain she can give and uses it to heal himself. And as Charlie heals, he turns that healing back onto her, his Mistress.",5.9,Romance,unpopular
Wyrmwood: Road Of The Dead,"Barry is a talented mechanic and family man whose life is torn apart on the eve of a zombie apocalypse. His sister, Brooke, is kidnapped by a sinister team of gas-mask wearing soldiers &amp; experimented on by a psychotic doctor. While Brooke plans her escape Barry goes out on the road to find her &amp; teams up with Benny, a fellow survivor - together they must arm themselves and prepare to battle their way through hordes of flesh-eating monsters in a harsh Australian bushland.",6.3,Horror,popular
Hits,"A talentless teen will do anything to get on TV's ""The Voice."" Meanwhile, her father, a municipal worker, creates an uproar when a video of his rants at City Hall goes viral.",4.9,Comedy,unpopular
Boy Meets Girl,"Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams",7,Romance,popular
John Doe: Vigilante,"Jamie Bamber portrays John Doe – a man accused of being a vigilante serial killer. As we await verdict on his trial, the film dissects the reasoning behind his actions which have divided the community. While imprisoned, a vigilante group called Speak for the Dead emerges in support of John Doe's cause elevating the debate about justice versus vengeance.",6.7,Crime,popular
Knight of Cups,"Rick is a screenwriter living in Los Angeles. While successful in his career, his life feels empty. Haunted and confused, he finds temporary solace in the decadent Hollywood excess that defines his existence. Women provide a distraction to his daily pain, and every encounter brings him closer to finding his place in the world.",5.7,Romance,unpopular
45 Years,"There is just one week until Kate Mercer's 45th wedding anniversary and the planning for the party is going well. But then a letter arrives for her husband. The body of his first love has been discovered, frozen and preserved in the icy glaciers of the Swiss Alps. By the time the party is upon them, five days later, there may not be a marriage left to celebrate.",6.3,Drama,popular
Home Sweet Hell,"Mona and Don’s seemingly perfect suburban bliss is disrupted by a sexy extortionist and Mona will stop at nothing, including killing the competition, to keep her little slice of heaven.",5,Comedy,unpopular
Jamie Marks Is Dead,"No one seemed to care about Jamie Marks until after his death. Hoping to find the love and friendship he never had in life, Jamie’s ghost visits former classmate Adam McCormick, drawing him into the bleak world between the living and the dead.",5.5,Drama,unpopular
Artifact,"Artifact is a 2012 American documentary film directed by Jared Leto under the pseudonym of Bartholomew Cubbins, a recurring character in the Dr. Seuss universe. The film is a documentary about the making of the 30 Seconds to Mars album This Is War and the band's battle against record label EMI. Included in Artifact are several interviews, including the one with neurophysicist Daniel Levitin, author of the popular science book This Is Your Brain On Music. The film won the BlackBerry People's Choice Documentary Award at the 2012 Toronto International Film Festival.",7.6,Documentary,popular
Two Men in Town,A convict is released from prison in a small town in New Mexico. 18 years ago he killed a deputy. The then-and-now sheriff seeks revenge.,5.9,Crime,unpopular
Bizarre,"Maurice, a reticent young homeless man, somehow manages to get by in Brooklyn; he spends his nights in parked cars until he finds himself at Bizarre, an underground club renowned for its burlesque shows. Maurice is fascinated by the club’s playful revues celebrating self-determined sexuality and creative otherness, and the two female club owners both adore him. He soon becomes a part of their self-selected family, and begins to bond with introverted Luka. But Maurice turns his back on Luka’s growing affection. Running away from his true emotions he drifts aimlessly through the city. He tries to find his feet at a boxing club, where he meets Charlie. Unable to withstand the pressure of his repressed feelings, Maurice unleashes a mounting foment of emotions, pervaded by tenderness and menace.",6.2,Romance,popular
Drew: The Man Behind the Poster,A documentary on legendary movie-poster artist Drew Struzan.,7.5,Documentary,popular
Plastic Bag,"A plastic bag, thrown out in the trash, attempts to find his way back to his owner and along the way discovers the world.",7.5,Drama,popular
The Last Five Years,"In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives.",5.5,Comedy,unpopular
Dragonheart 3: The Sorcerer's Curse,"When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages.",4.5,Action,unpopular
Robin Williams: An Evening with Robin Williams,"Declared to be the funniest Robin Williams video made, this is a don't-miss comedy.",7,Comedy,popular
Chris Rock: Bigger & Blacker,"Chris Rock brings his critically acclaimed brand of social commentary-themed humor to this 1999 standup comedy presentation from HBO. Also released as an album, Chris Rock: Bigger &amp; Blacker features Rock on-stage extolling his razor-sharp wit and wisdom on such topics as gun control, President Clinton, homophobia, racism, black leaders, and relationships.",7.8,Comedy,popular
Chris Rock: Bring the Pain,"A true equal-opportunity offender, Chris Rock's brand of humor will make you think after you're done laughing.",7.7,Comedy,popular
Casanova,"After a life spent seeking pleasure and decadence, Casanova seeks his one true love, Henriette.",7.5,Romance,popular
Life's a Breeze,Life's A Breeze tells the story of a family as they search for a lost fortune around the streets of Dublin.,6,Comedy,unpopular
Cloudburst,"When Dot (Brenda Fricker)'s granddaughter puts her into a nursing home, Stella (Olympia Dukakis) stages a breakout, and takes Dot to Canada so they can get married. They pick up a hitchhiker along the way.",6.6,Comedy,popular
Mike Birbiglia: My Girlfriend's Boyfriend,"Mike Birbiglia shares a lifetime of romantic blunders and misunderstandings. On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",8.1,Comedy,popular
Mike Birbiglia: What I Should Have Said Was Nothing,"Mike says, ""A few years ago my therapist suggested I keep a journal of all the crazy things that were going on in my life, so that I could keep things in perspective. Around the same time audiences were demanding more material, and I realized that other people might enjoy these stories-so I started sending them out to my mailing list. Now, my Secret Public Journal has become a Comedy Central special and DVD for all the world to see. Not sure this is what my therapist had in mind.""",7,Comedy,popular
Heckler,"HECKLER is a comedic feature documentary exploring the increasingly critical world we live in. After starring in a film that was critically bashed, Jamie Kennedy takes on hecklers and critics and ask some interesting questions of people such as George Lucas, Bill Maher, Mike Ditka, Rob Zombie, Howie Mandel and many more. This fast moving, hilarious documentary pulls no punches as you see an uncensored look at just how nasty and mean the fight is between those in the spotlight and those in the dark.",5.7,Documentary,unpopular
The High Sign,"Buster is thrown off a train near an amusement park. There he gets a job in a shooting gallery run by the Blinking Buzzards mob. Ordered to kill a businessman, he winds up protecting the man and his daughter by outfitting their home with trick devices.",7.2,Crime,popular
"Ilsa, Harem Keeper of the Oil Sheiks",Ilsa works for an Arab sheik who enjoys importing females to use as sex slaves.,4.6,Horror,unpopular
House IV,Roger Cobb (William Katt) is killed in a car accident. His family must move into the house that has haunted him for several years. Soon the family begins to experience scary and unexplained phenomena.,3.6,Horror,unpopular
Hot Tub Time Machine 2,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",5,Comedy,unpopular
Lovestruck: The Musical,"Lovestruck: The Musical: Tells the story of Harper (Jane Seymour), one of the best dancers to hit Broadway. But an injury caused her to leave the spotlight, become a choreographer, and raise her daughter, Mirabella (Sara Paxton). When Mirabella, the star of Harper's next big production, decides to quit the show to get married, her mother is determined to put a stop to the wedding and show Mirabella that she cannot give up her career for love, especially to marry playboy Marco (Alexander DiPersia).",5.7,Romance,unpopular
Sense and Sensibility,"This is the acclaimed 2008 BBC adaptation of the famous Jane Austen novel. While it originally aired as a 3-part miniseries, this home video release includes a single uninterrupted version of the entire film.",7.9,Drama,popular
The Song,"The film follows aspiring singer-songwriter Jed King (Alan Powell) as he struggles to catch a break and escape the long shadow of his father, a country music legend. After reluctantly accepting a gig at a local vineyard harvest festival, Jed is love-struck by the vineyard owner’s daughter, Rose (Ali Faulkner), and a romance quickly blooms. Soon after their wedding, Jed writes Rose “The Song,” which becomes a breakout hit. Thrust into a life of stardom and a world of temptation in the form of fellow performer Shelby Bale (Caitlin Nicol-Thomas), Jed’s life and marriage begin to fall apart.",5.9,Romance,unpopular
How to Fall in Love,"An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves.",5.2,Romance,unpopular
Believe Me,"Desperate, broke, and out of ideas, four college seniors start a fake charity to embezzle money for tuition.",4.8,Comedy,unpopular
Exhibition,"An intimate examination of a contemporary artist couple, whose living and working patterns are threatened by the imminent sale of their home.",5,Drama,unpopular
Superfast!,"Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole damn restaurant, at crazy speeds.",4.5,Action,unpopular
The Do-Deca-Pentathlon,Two brothers compete in their own private 25-event Olympics.,4.8,Comedy,unpopular
Effie Gray,A look at the mysterious relationship between Victorian art critic John Ruskin and his teenage bride Effie Gray.,6.2,Drama,popular
Julia,"After suffering a brutal trauma, Julia uses an unorthodox form of therapy to restore herself.",5,Horror,unpopular
The Package,A courier for a local crime lord must deliver a mysterious package while being chased by a horde of unusual gangsters.,4.7,Action,unpopular
Hansel and Gretel Get Baked,"An intense new marijuana strain named “Black Forest” is taking Los Angeles by storm, and Gretel’s stoner boyfriend can’t get enough. But when the old woman growing the popular drug (Lara Flynn Boyle) turns out to be an evil witch, cooking and eating her wasted patrons for their youth, Gretel and her brother Hansel must save him from a gruesome death — or face the last high of their lives.",4.8,Horror,unpopular
Focus,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",6.7,Romance,popular
The Gamers,"Sent on a quest to rescue a princess, four clueless players must guide their players through dangerous forests, ancient ruins, and past the girl next door.",6.7,Action,popular
Merchants of Doubt,Spin doctors spread misinformation and confusion among American citizens to delay progress on such important issues as global climate change.,7.5,Documentary,popular
Every Thing Will Be Fine,"One day, driving aimlessly around the outskirts of town after a trivial domestic quarrel, a writer named Tomas accidentally hits and kills a child. Will he be able to move on?",5.3,Drama,unpopular
The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",5.7,Comedy,unpopular
Marvel One-Shot: Item 47,"Benny and Claire, a down on their luck couple find a discarded Chitauri gun, referred to as 'Item 47'...",6.6,Science Fiction,popular
Jim Carrey: Unnatural Act,"During the second season of ""In Living Color"", Jim Carrey began to prepare a stand-up comedy special. Before the special was telecast on Showtime, in November 1991, Jim's mother passed away. Jim dedicated ""Jim Carrey's Unnatural Act"" to the memory of Kathleen Carrey (aka ""Mommsie""). The special was taped at Theatre Passe Muraille in front of a live audience.",7.8,Comedy,popular
The Second Best Exotic Marigold Hotel,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,6.3,Comedy,popular
Lightbulb,"A rags-to-riches story of two friends, a small-time inventor and a sharky salesman, who hit rock bottom before coming up with a gizmo that becomes a worldwide phenomenon.",5.3,Romance,unpopular
Bachelor Party Vegas,A planned evening of debauchery in Las Vegas to celebrate their best friend's wedding goes horribly -- but hilariously -- wrong for five average guys.,5,Comedy,unpopular
Twins of Evil,"While dabbling in Satanism, Count Karstein resurrects Mircalla Karnstein who initiates him into vampirism. As a rash of deaths afflicts the village, Gustav the head of Puritan group leads his men to seek out and destroy the pestilence. One of his twin nieces has become inflicted with the witchcraft but Gustav's zeal and venom has trapped the innocent Maria, threatening her with a tortuous execution, whilst Frieda remains free to continue her orgy of evil.",6.8,Horror,popular
Parked,"Fred Daly returns to Ireland with nowhere to live but his car. Then dope-smoking 21-year-old Cathal parks beside him, and brightens up his lonely world. Encouraged by Cathal, Fred meets attractive music teacher Jules. Growing closer, these three outsiders are set on a course that will change their lives forever.",6.7,Drama,popular
Jimi Hendrix: Hear My Train A Comin',"Hear My Train A Comin’ unveils previously unseen performance footage and home movies taken by Hendrix and drummer Mitch Mitchell while sourcing an extensive archive of photographs, drawings, family letters and more to provide new insight into the musician’s personality and genius.  The two-hour film uses Hendrix’s own words to tell his story, illustrated through archival interviews and illuminated with commentary from family, well-known friends and musicians including Paul McCartney, band members Noel Redding, Mitch Mitchell, Billy Cox, long-time sound engineer Eddie Kramer; Steve Winwood, Vernon Reid, Billy Gibbons, Dweezil Zappa and Dave Mason.",6.6,Documentary,popular
Tracers,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",5.9,Crime,unpopular
"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,7.4,Drama,popular
Kids for Cash,A look into the judicial scandal that rocked the nation.,6.9,Documentary,popular
The Lazarus Effect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",5.1,Horror,unpopular
Unfinished Business,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.",5,Comedy,unpopular
Jacky au royaume des filles,"The film is set in a world, the Popular Democratic Republic of Bubunne, in which women hold the power and men are forced to wear veils and stay at home.",5.5,Comedy,unpopular
About Alex,"A circle of twenty-something friends reunite for a weekend away to console a suicidal member of their group. Yet, despite their best efforts to enjoy themselves, a tinderbox of old jealousies, unrequited love, and widening political differences leads to an explosion of drama that, coupled with the flammable combination of drugs, wine, and risotto, cannot be contained. A Big Chill for our current social media moment, About Alex is a lighthearted look at the struggles of a generation that has it all—and wants more.",6.3,Drama,popular
Whitey: United States of America v. James J. Bulger,"WHITEY: United States of America v. James J. Bulger captures the sensational trial of infamous gangster James 'Whitey' Bulger, using the legal proceedings as a springboard to explore allegations of corruption within the highest levels of law enforcement. Embedded for months with Federal Prosecutors, retired FBI and State Police, victims, lawyers, gangsters and journalists, Academy Award-nominated filmmaker Joe Berlinger examines Bulger's relationship with the FBI and Department of Justice that allowed him to reign over a criminal empire in Boston for decades. Pulling back the curtain on long-held Bulger mythology, the film challenges conventional wisdom by detailing shocking, new allegations. With unprecedented access, Berlinger's latest crime documentary offers a universal tale of human frailty, opportunism, deception, and the often elusive nature of truth and justice.",6.3,Documentary,popular
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,"Superman’s clone, Bizarro, has become an embarrassing problem. Chaos and destruction follow Bizarro everywhere as he always hears the opposite of what is said, says the opposite of what he means and does the opposite of what is right. And when the citizens of Metropolis keep confusing Bizarro with Superman, the Man of Steel decides it’s time to find a new home for him…on another planet! It’s up to the Justice League to come to terms with their backward counterparts and team up with them to stop Darkseid and save the galaxy!",6.4,Action,popular
Falcon Rising,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",5.6,Action,unpopular
To Write Love on Her Arms,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.",6.8,Drama,popular
Sacro GRA,"After the India of Varanasi’s boatmen, the American desert of the dropouts, and the Mexico of the killers of drugtrade, Gianfranco Rosi has decided to tell the tale of a part of his own country, roaming and filming for over two years in a minivan on Rome’s giant ring road—the Grande Raccordo Anulare, or GRA—to discover the invisible worlds and possible futures harbored in this area of constant turmoil. Elusive characters and fleeting apparitions emerge from the background of the winding zone: a nobleman from the Piemonte region and his college student daughter sharing a one-room efficiency in a modern apartment building along the GRA.",5.7,Documentary,unpopular
Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",6.3,Crime,popular
Asthma,A young musician takes a beautiful tattoo artist on a ride in a stolen classic car.,6.5,Romance,popular
Melody,Two youngsters declare to their parents that they want to get married. Not sometime in the future but as soon as possible.,7.4,Romance,popular
Assassin,"Ruthless killer for hire breaks the rules of his profession and falls for a beautiful young woman. Discovering the notorious gangland brothers had hired him to kill her father, his world breaks down and he must turn against his criminal employers and their gang to save the woman he loves.",3.8,Crime,unpopular
Rich Hill,"If you ever find yourself traveling down Interstate 49 through Missouri, try not to blink—you may miss Rich Hill, population 1,396. Rich Hill is easy to overlook, but its inhabitants are as woven into the fabric of America as those living in any small town in the country. This movie intimately chronicles the turbulent lives of three boys living in said Midwestern town and the fragile family bonds that sustain them.",7.6,Documentary,popular
Saints and Soldiers: The Void,"Germany, May 1945, deep in the Harz Mountains a U.S. tank crew discovers a platoon of Germans preparing to ambush U.S. supply trucks.",5.2,Action,unpopular
Little Deaths,"Composed of three disturbingly sensual and terrifying short narratives, unified by the twin themes of sex and death.",4.8,Romance,unpopular
Found,"Marty is the ideal fifth grader. He gets good grades, listens to his teachers, and doesn't start trouble in class. But a darkness is beginning to fall over Marty's life. The kids at school won't stop picking on him, his parents just don't seem to understand him, and now Marty must grapple with a terrible secret that threatens to destroy life as he knows it -- his big brother is a serial killer! Brotherly love is put to the ultimate test in this emotional coming-of-age story that descends into full-blown horror.",6.3,Horror,popular
Late Phases,"When deadly attacks from the forests beset a secluded retirement community, it is up to a grizzled veteran to figure what the residents are hiding.",5.6,Horror,unpopular
Clown,"A loving father finds a clown suit for his son's birthday party, only to realize the suit is part of an evil curse that turns its wearer into a killer.",5.3,Horror,unpopular
Kidnapping Mr. Heineken,"The true story of the kidnapping of Freddy Heineken, the grandson of the founder of the Heineken brewery, and his driver. They were released after a ransom of 35 million Dutch guilders was paid.",5.8,Crime,unpopular
Carry On Cowboy,"Stodge City is in the grip of the Rumpo Kid and his gang. Mistaken identity again takes a hand as a ""sanitary engineer"" (plumber) by the name of Marshal P. Knutt is mistaken for a law marshal! Being the conscientious sort, Marshal tries to help the town get rid of Rumpo, and a showdown is inevitable. Marshal has two aids - revenge-seeking Annie Oakley and his sanitary expertise",6.1,Comedy,popular
Take Care,"After being hit by a car, a woman comes home to realize her friends don't really want to take care of her. Desperate for help, she turns to an unlikely source.",5.6,Romance,unpopular
Grizzly,"A fifteen-foot grizzly bear figures out that humans make for a tasty treat. As a park ranger tries rallying his men to bring about the bear's capture or destruction, his efforts are thwarted by the introduction of dozens of drunken hunters into the area.",4.9,Horror,unpopular
Bill Hicks: Sane Man,"The amazing comedian Bill Hicks passed away in 1994, but his legend continues to grow. Sane Man was filmed before Bill recorded ""Dangerous,"" his first comedy album, and is a turning point in Hicks' career. It was the first complete Hicks show ever filmed and Bill pulled out all the stops for the cameras. Completely focused, a newly-sober Hicks paces the stage like a wild animal riffing effortless",8.2,Comedy,popular
India's Daughter,"The story of the short life, and brutal gang rape and murder in Delhi in December 2012 of an exceptional and inspiring young woman. The rape of the 23 year old medical student by 6 men on a moving bus, and her death, sparked unprecedented protests and riots throughout India and led to the first glimmers of a change of mindset. Interwoven into the story line are the lives, values and mindsets of the rapists whom the film makers have had exclusive and unprecedented access to interview before they hang. The film examines the society and values which spawn such violent acts, and makes an optimistic and impassioned plea for change.",8.3,Documentary,popular
Mr. Pip,"As a war rages on in the province of Bougainville in Papua New Guinea, a young girl becomes transfixed by the Charles Dickens novel Great Expectations, which is being read at school by the only white man in the village.  In 1991, a war over a copper mine in the South Pacific tore the island of Bougainville apart. The reclusive “Popeye” (Hugh Laurie) offers the children in fourteen-year-old Matilda’s tiny village an escape with Charles Dickens' Great Expectations. But on an island at war, fiction can have dangerous consequences.",6,Drama,unpopular
Mega Piranha,"When a science experiment goes horribly wrong, gigantic fish gain appetites for human flesh.",3,Horror,unpopular
Transmorphers,"About a race of alien robots that have conquered Earth and forced humanity underground. After 400 years, a small group of humans develop a plan to defeat the mechanical invaders in the ultimate battle between man and machine.",2.2,Science Fiction,unpopular
Patrick,"Patrick lays comatose in a small private hospital, his only action being his involuntary spitting. When a pretty young nurse, just separated from her husband, begins work at the hospital, she senses that Patrick is communicating with her, and he seems to be using his psychic powers to manipulate events in her life.",4.6,Science Fiction,unpopular
Poltergeist,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",5,Horror,unpopular
The Boy,An intimate portrait of a 9 year old sociopath as he discovers his taste for killing.,5.7,Horror,unpopular
